Date,Oil,Coal,Gas,Elec,GSCI,VIX,STOXX,AAA,BAA,Diff_BAA_AAA,ECB_Spot_3M,eua07,eua08,eua09,eua10,eua11,eua12,eua13,eua14,eua15,eua16,eua17,eua18,eua19,eua20,eua21,eua22,eua2007_vol1,eua2007_vol2,eua2007_out,eua2008_vol1,eua2008_vol2,eua2008_out,eua2009_vol1,eua2009_vol2,eua2009_out,eua2010_vol1,eua2010_vol2,eua2010_out,eua2011_vol1,eua2011_vol2,eua2011_out,eua2012_vol1,eua2012_vol2,eua2012_out,eua2013_vol1,eua2013_vol2,eua2013_out,eua2014_vol1,eua2014_vol2,eua2014_out,eua2015_vol1,eua2015_vol2,eua2015_out,eua2016_vol1,eua2016_vol2,eua2016_out,eua2017_vol1,eua2017_vol2,eua2017_out,eua2018_vol1,eua2018_vol2,eua2018_out,eua2019_vol1,eua2019_vol2,eua2019_out,eua2020_vol1,eua2020_vol2,eua2020_out,eua2021_vol1,eua2021_vol2,eua2021_out,eua2022_vol1,eua2022_vol2,eua2022_out
20110112,98.12,128.5,22.951,47.44,642.91,16.24,285.79,5.02,6.08,1.06,0.791919,,,,,14.25,14.66,15.66,16.48,17.38,18.28,19.18,20.08,21,21.95,,,,,,,,,,,,,,,10891,10891,113848,3454,3454,232061,417,417,42558,25,25,1215,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110113,98.06,128,22.75,47.12,641.45,16.39,284.04,5,6.05,1.05,0.804199,,,,,14.28,14.71,15.71,16.54,17.44,18.34,19.24,20.14,21.06,22.01,,,,,,,,,,,,,,,11946,11946,114291,4698,4698,230522,913,913,42742,155,155,1275,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110114,98.68,127.15,22.312,47.26,643.06,15.46,283.77,5.03,6.09,1.06,0.810072,,,,,14.49,14.93,15.93,16.72,17.62,18.52,19.42,20.32,21.24,22.19,,,,,,,,,,,,,,,8950,8950,115511,3818,3818,229525,2647,2647,43152,965,965,1986,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110117,97.43,126.35,22.496,47.5,643.06,15.46,284.06,5.03,6.09,1.06,0.865085,,,,,14.56,15,16,16.78,17.68,18.58,19.48,20.38,21.3,22.25,,,,,,,,,,,,,,,10734,10734,117391,2524,2524,229422,302,302,43167,75,75,2061,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110118,97.8,125.85,22.55,47.75,643.78,15.87,286.7,5.06,6.11,1.05,0.91445,,,,,14.61,15.05,16.05,16.82,17.72,18.62,19.52,20.42,21.34,22.29,,,,,,,,,,,,,,,9023,9023,118572,2471,2471,229255,1395,1395,43348,145,145,2128,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110119,98.16,125.6,22.594,47.8,642.51,17.31,282.72,5.02,6.07,1.05,0.925766,,,,,14.38,14.83,15.82,16.59,17.49,18.39,19.29,20.19,21.11,22.06,,,,,,,,,,,,,,,11469,11469,117738,4644,4644,229244,1332,1332,44187,16,16,2128,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110120,96.58,125.15,22.542,47.72,634.74,17.99,279.39,5.12,6.17,1.05,0.954933,,,,,14.37,14.82,15.81,16.58,17.48,18.38,19.28,20.18,21.1,22.05,,,,,,,,,,,,,,,9439,9439,118012,5118,5118,227979,922,922,44708,35,35,2163,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110121,97.6,122.15,22.33,47.99,638.01,18.47,281.26,5.07,6.12,1.05,0.911241,,,,,14.48,14.94,15.94,16.71,17.61,18.51,19.41,20.31,21.23,22.18,,,,,,,,,,,,,,,6880,6880,118348,5575,5575,228294,2422,2422,44766,35,35,2163,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110124,96.61,120.75,22.05,49.25,633.61,17.65,281.99,5.06,6.1,1.04,0.883807,,,,,14.59,15.06,16.05,16.8,17.7,18.6,19.5,20.4,21.32,22.27,,,,,,,,,,,,,,,5372,5372,118005,1968,1968,228305,356,356,44815,106,106,2238,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110125,95.25,119.75,21.515,49.5,623.2,17.59,280.1,4.98,6.01,1.03,0.952164,,,,,14.9,15.39,16.36,17.08,17.98,18.88,19.78,20.68,21.6,22.55,,,,,,,,,,,,,,,15937,15937,119302,4424,4424,228557,2094,2094,45413,125,125,2328,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110126,97.91,119.9,21.66,49.73,634.83,16.64,282.47,5.12,6.13,1.01,0.895554,,,,,14.91,15.4,16.39,17.15,18.05,18.95,19.85,20.75,21.67,22.62,,,,,,,,,,,,,,,12107,12107,120097,5080,5080,229352,1176,1176,45443,30,30,2338,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110127,97.39,120.25,21.58,49.66,629.99,16.15,282.88,5.09,6.09,1,0.945573,,,,,14.73,15.23,16.21,16.96,17.86,18.76,19.66,20.56,21.48,22.43,,,,,,,,,,,,,,,15094,15094,121951,7437,7437,229148,631,631,45738,70,70,2388,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110128,99.42,122,21.257,49.66,642.11,20.04,280.45,5.07,6.06,0.99,0.964811,,,,,14.76,15.26,16.24,17.01,17.91,18.81,19.71,20.61,21.53,22.48,,,,,,,,,,,,,,,7746,7746,121640,1189,1189,228251,484,484,46207,50,50,2438,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110131,101.01,118.5,20.838,50.13,655.26,19.53,280.05,5.12,6.1,0.98,0.971251,,,,,14.98,15.49,16.46,17.23,18.13,19.03,19.93,20.83,21.75,22.7,,,,,,,,,,,,,,,7578,7578,121261,832,832,228355,214,214,46097,50,50,2438,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110201,101.74,119.1,21.179,48.26,655.33,17.63,284.2,5.16,6.14,0.98,0.915836,,,,,14.86,15.37,16.33,17.1,18,18.9,19.8,20.7,21.62,22.57,,,,,,,,,,,,,,,11151,11151,120523,5211,5211,228481,3366,3366,46557,50,50,2438,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110202,102.34,119.9,21.75,49.33,658.92,17.3,284.59,5.18,6.16,0.98,0.949735,,,,,14.98,15.51,16.49,17.29,18.19,19.09,19.99,20.89,21.81,22.76,,,,,,,,,,,,,,,11373,11373,119252,5264,5264,228752,3535,3535,45975,530,530,2852,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110203,101.76,122.1,22.08,50.3,654.91,16.69,285,5.21,6.19,0.98,0.938905,,,,,14.69,15.21,16.17,17,17.9,18.8,19.7,20.6,21.52,22.47,,,,,,,,,,,,,,,19144,19144,118681,7735,7735,225883,371,371,46085,530,530,2852,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110204,99.83,121.75,22.263,51.28,648.13,15.93,285.9,5.28,6.25,0.97,0.938716,,,,,14.71,15.24,16.2,17.05,17.95,18.85,19.75,20.65,21.57,22.52,,,,,,,,,,,,,,,12355,12355,118584,2023,2023,225723,784,784,46295,335,335,3062,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110207,99.25,119.15,21.85,49.67,645.86,16.28,288.74,5.26,6.21,0.95,0.878261,,,,,14.64,15.17,16.12,16.97,17.87,18.77,19.67,20.57,21.49,22.44,,,,,,,,,,,,,,,10264,10264,118854,3468,3468,226072,1018,1018,46541,253,253,3262,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110208,99.92,118.3,21.476,49.34,648.21,15.81,288.56,5.31,6.25,0.94,0.932945,,,,,14.71,15.25,16.18,17.03,17.93,18.83,19.73,20.63,21.55,22.5,,,,,,,,,,,,,,,11256,11256,121486,3690,3690,226514,838,838,46681,5,5,3262,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110209,101.82,117.95,21.213,49.03,654.55,15.87,287.35,5.24,6.18,0.94,0.94918,,,,,14.68,15.24,16.16,17,17.9,18.8,19.7,20.6,21.52,22.47,,,,,,,,,,,,,,,8567,8567,120468,3233,3233,225641,434,434,46932,25,25,3287,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110210,100.87,117.4,21.238,49.06,654.68,16.09,286.78,5.31,6.25,0.94,0.921845,,,,,14.69,15.25,16.16,17,17.9,18.8,19.7,20.6,21.52,22.47,,,,,,,,,,,,,,,6143,6143,121232,1589,1589,225658,525,525,47175,25,25,3287,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110211,101.43,117.75,21.56,49.35,652.93,15.69,287.99,5.26,6.2,0.94,0.911838,,,,,14.89,15.46,16.35,17.17,18.07,18.97,19.87,20.77,21.69,22.64,,,,,,,,,,,,,,,9728,9728,123704,1900,1900,226360,1941,1941,47436,221,221,3508,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110214,103.08,117.75,21.4,49.05,656.8,15.95,289.11,5.21,6.15,0.94,0.913624,,,,,14.89,15.45,16.35,17.18,18.08,18.98,19.88,20.78,21.7,22.65,,,,,,,,,,,,,,,5838,5838,123077,2363,2363,226815,557,557,47480,5,5,3503,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110215,101.64,118.15,21.375,48.85,649.77,16.37,289.44,5.26,6.14,0.88,0.92253,,,,,14.79,15.34,16.23,17.06,17.96,18.86,19.76,20.66,21.58,22.53,,,,,,,,,,,,,,,7248,7248,123210,2717,2717,226267,1411,1411,47496,245,245,3743,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110216,103.78,117.85,21.132,49.5,653.89,16.72,290.72,5.27,6.15,0.88,0.918926,,,,,14.79,15.33,16.26,17.09,17.99,18.89,19.79,20.69,21.61,22.56,,,,,,,,,,,,,,,9269,9269,123553,2603,2603,226452,1086,1086,47435,168,168,3831,300,300,300,300,300,300,300,300,300,300,300,300,20,20,20,10,10,10,,,,,,
20110217,102.59,118.05,21.36,49.5,657.4,16.59,291.16,5.26,6.14,0.88,0.917341,,,,,14.95,15.49,16.42,17.23,18.13,19.03,19.93,20.83,21.75,22.7,,,,,,,,,,,,,,,8540,8540,123018,3866,3866,227090,1933,1933,47765,110,110,3916,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110218,102.52,118,21.189,49,657.62,16.43,291.04,5.29,6.17,0.88,0.669335,,,,,14.99,15.53,16.48,17.28,18.18,19.08,19.98,20.88,21.8,22.75,,,,,,,,,,,,,,,8327,8327,122257,2641,2641,227900,296,296,47938,32,32,3906,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110221,105.74,118.85,21.595,49.45,657.62,16.43,287.18,5.29,6.17,0.88,0.663779,,,,,15.26,15.81,16.77,17.57,18.47,19.37,20.27,21.17,22.09,23.04,,,,,,,,,,,,,,,14037,14037,122720,2210,2210,228050,173,173,48049,32,32,3906,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110222,105.78,118.7,22.01,49.57,670.26,20.8,285.38,5.2,6.08,0.88,0.686865,,,,,15.35,15.91,16.9,17.7,18.6,19.5,20.4,21.3,22.22,23.17,,,,,,,,,,,,,,,14955,14955,124709,5508,5508,229366,2787,2787,50254,32,32,3906,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110223,111.25,119.1,22.015,49.8,684.91,22.13,282.38,5.2,6.09,0.89,0.669056,,,,,15.29,15.86,16.91,17.72,18.62,19.52,20.42,21.32,22.24,23.19,,,,,,,,,,,,,,,13887,13887,123349,4642,4642,230169,1380,1380,50254,125,125,4029,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110224,111.36,119.2,21.965,49.92,681.99,21.32,280.56,5.14,6.05,0.91,0.670398,,,,,15.4,15.98,17.08,17.9,18.8,19.7,20.6,21.5,22.42,23.37,,,,,,,,,,,,,,,13604,13604,123054,5462,5462,232061,2304,2304,50547,702,702,4356,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110225,112.14,119.5,21.784,50.58,690.56,19.22,284.12,5.12,6.02,0.9,0.669931,,,,,15.43,16.01,17.11,17.91,18.81,19.71,20.61,21.51,22.43,23.38,,,,,,,,,,,,,,,5402,5402,122434,1796,1796,231727,953,953,50679,378,378,4534,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110228,111.8,120.15,22.183,50.86,690.85,18.35,286.47,5.09,5.99,0.9,0.680709,,,,,15.52,16.1,17.26,18.1,19,19.9,20.8,21.7,22.62,23.57,,,,,,,,,,,,,,,7324,7324,122359,1749,1749,231838,398,398,50767,12,12,4543,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110301,115.42,119.7,22.278,50.53,702.28,21.01,284.63,5.09,6,0.91,0.679967,,,,,15.5,16.08,17.23,18.06,18.96,19.86,20.76,21.66,22.58,23.53,,,,,,,,,,,,,,,5207,5207,121200,1271,1271,231918,604,604,50779,337,337,4880,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110302,116.35,120.05,22.65,50.58,711.98,20.7,282.76,5.16,6.06,0.9,0.663984,,,,,15.63,16.22,17.38,18.23,19.13,20.03,20.93,21.83,22.75,23.7,,,,,,,,,,,,,,,9047,9047,120529,4665,4665,233128,626,626,51014,177,177,4994,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110303,114.79,121.05,22.738,50.83,711.68,18.6,283.58,5.21,6.13,0.92,0.812634,,,,,15.45,16.08,17.28,18.18,19.08,19.98,20.88,21.78,22.7,23.65,,,,,,,,,,,,,,,13983,13983,121902,9218,9218,233852,2423,2423,50961,125,125,5117,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110304,115.97,122.45,22.854,51.32,719.62,19.06,281.9,5.17,6.09,0.92,0.799241,,,,,15.82,16.5,17.71,18.62,19.52,20.42,21.32,22.22,23.14,24.09,,,,,,,,,,,,,,,14991,14991,123406,7845,7845,233873,2170,2170,51367,125,125,5211,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110307,115.04,124,23.702,50.95,719.22,20.66,280.72,5.19,6.1,0.91,0.805927,,,,,15.86,16.52,17.69,18.61,19.51,20.41,21.31,22.21,23.13,24.08,,,,,,,,,,,,,,,13243,13243,123081,3400,3400,233736,1087,1087,51618,183,183,5392,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110308,113.06,123.55,23.204,50.99,713.36,19.82,281.81,5.24,6.15,0.91,0.784062,,,,,15.89,16.54,17.67,18.57,19.47,20.37,21.27,22.17,23.09,24.04,,,,,,,,,,,,,,,10673,10673,123302,3555,3555,234704,1888,1888,52393,187,187,5466,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110309,115.94,123.7,23.438,50.9,715.96,20.22,281.17,5.18,6.09,0.91,0.784509,,,,,15.88,16.53,17.68,18.58,19.48,20.38,21.28,22.18,23.1,24.05,,,,,,,,,,,,,,,10449,10449,123106,2186,2186,235221,567,567,52413,187,187,5466,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110310,115.43,122.1,23.173,51.33,707.19,21.88,277.88,5.13,6.03,0.9,0.801616,,,,,15.77,16.41,17.55,18.45,19.35,20.25,21.15,22.05,22.97,23.92,,,,,,,,,,,,,,,8773,8773,121663,3337,3337,234406,965,965,52832,2,2,5466,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110311,113.84,122.65,23.847,51.51,701.06,20.08,275.42,5.13,6.03,0.9,0.796457,,,,,15.73,16.36,17.48,18.4,19.3,20.2,21.1,22,22.92,23.87,,,,,,,,,,,,,,,6660,6660,121945,2470,2470,234743,646,646,52999,2,2,5467,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110314,113.67,125.25,25.267,53.78,699.92,21.13,272.51,5.12,6.01,0.89,0.783913,,,,,16.6,17.28,18.45,19.4,20.3,21.2,22.1,23,23.92,24.87,,,,,,,,,,,,,,,20526,20526,123863,4735,4735,235339,697,697,53113,50,50,5517,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110315,108.52,126,25.675,57.9,673.31,24.32,266.32,5.1,6.01,0.91,0.760256,,,,,17.21,17.91,19.14,20.1,21,21.9,22.8,23.7,24.62,25.57,,,,,,,,,,,,,,,38549,38549,127771,9668,9668,234768,2796,2796,53961,20,20,5532,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110316,110.62,127.55,25.865,57.73,677.51,29.4,262.18,5.02,5.93,0.91,0.743661,,,,,17.25,17.95,19.17,20.13,21.03,21.93,22.83,23.73,24.65,25.6,,,,,,,,,,,,,,,38041,38041,133556,11042,11042,235645,2016,2016,54514,201,201,5624,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110317,114.9,126,25.194,57.4,700.43,26.37,267.08,5.05,5.97,0.92,0.737226,,,,,16.79,17.46,18.61,19.56,20.46,21.36,22.26,23.16,24.08,25.03,,,,,,,,,,,,,,,24416,24416,135989,4834,4834,235673,1192,1192,55153,257,257,5746,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110318,113.93,125.25,24.468,56.52,702.17,24.44,267.63,5.07,5.97,0.9,0.74525,,,,,17.22,17.91,19.04,19.97,20.87,21.77,22.67,23.57,24.49,25.44,,,,,,,,,,,,,,,20662,20662,134790,4234,4234,235878,421,421,55357,63,63,5726,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110321,114.96,127.15,23.965,54.2,707.69,20.61,272.33,5.09,5.98,0.89,0.758892,,,,,16.85,17.54,18.69,19.64,20.54,21.44,22.34,23.24,24.16,25.11,,,,,,,,,,,,,,,9916,9916,135163,2346,2346,235845,1119,1119,55694,6,6,5727,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110322,115.7,128.1,24.435,53.96,715,20.21,271.8,5.08,5.98,0.9,0.774296,,,,,16.92,17.62,18.78,19.74,20.64,21.54,22.44,23.34,24.26,25.21,,,,,,,,,,,,,,,18291,18291,134896,5111,5111,236119,1355,1355,55954,291,291,5657,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110323,115.55,129.45,24.683,54.17,716.53,19.17,273.11,5.09,5.99,0.9,0.782321,,,,,16.96,17.65,18.86,19.86,20.76,21.66,22.56,23.46,24.38,25.33,,,,,,,,,,,,,,,18168,18168,135068,4071,4071,236273,1733,1733,56691,161,161,5733,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110324,115.72,126.7,24.757,54.04,719.08,18,275.77,5.11,6.01,0.9,0.770867,,,,,16.54,17.22,18.43,19.43,20.33,21.23,22.13,23.03,23.95,24.9,,,,,,,,,,,,,,,28025,28025,136931,8791,8791,235433,4413,4413,58157,155,155,5860,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110325,115.59,126.5,24.444,54.18,718.73,17.91,276.02,5.14,6.04,0.9,0.819787,,,,,16.85,17.54,18.74,19.74,20.64,21.54,22.44,23.34,24.26,25.21,,,,,,,,,,,,,,,15506,15506,136869,4908,4908,233931,790,790,58751,36,36,5872,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110328,114.8,126.65,24.538,54.21,710.48,19.44,276.24,5.12,6.03,0.91,0.864766,,,,,17.29,17.99,19.25,20.27,21.17,22.07,22.97,23.87,24.79,25.74,,,,,,,,,,,,,,,18280,18280,135587,5802,5802,233256,2341,2341,58454,36,36,5890,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110329,115.16,125.7,24.085,54.37,712.96,18.16,276.51,5.18,6.09,0.91,0.862753,,,,,17.03,17.73,19,20.08,20.98,21.88,22.78,23.68,24.6,25.55,,,,,,,,,,,,,,,17077,17077,137195,5434,5434,233031,1505,1505,58923,1060,1060,6805,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110330,115.13,125.3,23.575,54.47,711.21,17.71,278.55,5.16,6.06,0.9,0.874227,,,,,17.05,17.76,19.02,20.08,20.98,21.88,22.78,23.68,24.6,25.55,,,,,,,,,,,,,,,15840,15840,138188,5930,5930,233436,1211,1211,59450,69,69,6865,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110331,117.36,127.4,24.774,54.95,725.62,17.74,275.9,5.15,6.05,0.9,0.80175,,,,,17.28,18.12,19.48,20.63,21.63,22.63,23.63,24.73,25.83,26.93,,,,,,,,,,,,,,,21990,21990,137747,8852,8852,233555,3092,3092,59871,425,425,7265,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110401,118.7,128.6,24.859,54.55,731.44,17.4,280.02,5.13,6.04,0.91,0.856266,,,,,17.23,18.04,19.4,20.53,21.43,22.33,23.23,24.13,25.05,26,,,,,,,,,,,,,,,13769,13769,137114,3169,3169,233850,765,765,60083,200,200,7265,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110404,121.06,131.2,24.848,53.95,738.02,17.5,280.26,5.13,6.03,0.9,0.85831,,,,,17.31,18.16,19.52,20.67,21.82,22.97,24.12,25.27,26.42,27.57,,,,,,,,,,,,,,,9108,9108,137649,2590,2590,233709,5580,5580,60081,200,200,7265,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110405,122.22,129,24.357,53.47,740.75,17.25,280.91,5.15,6.05,0.9,0.861509,,,,,17.12,18.03,19.43,20.63,21.83,23.03,24.23,25.43,26.68,27.93,,,,,,,,,,,,,,,13782,13782,138379,3914,3914,234749,1393,1393,60835,10,10,7265,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110406,122.3,129.15,24,53.7,742.09,16.9,281.57,5.22,6.11,0.89,0.877409,,,,,17.16,18.05,19.37,20.53,21.73,22.93,24.13,25.33,26.58,27.83,,,,,,,,,,,,,,,14956,14956,137695,4484,4484,235506,3559,3559,61784,110,110,7366,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110407,122.67,128,23.725,53.24,745.01,17.11,280.78,5.22,6.15,0.93,0.927508,,,,,16.97,17.81,19.09,20.15,21.25,22.35,23.5,24.7,25.9,27.1,,,,,,,,,,,,,,,12404,12404,134294,7322,7322,233897,3693,3693,61819,4,4,7369,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110408,126.65,129,23.944,52.5,760.33,17.87,281.68,5.23,6.15,0.92,0.94647,,,,,17,17.86,19.14,20.24,21.34,22.44,23.59,24.79,26.04,27.29,,,,,,,,,,,,,,,13185,13185,136480,2369,2369,234700,859,859,61538,354,354,7705,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110411,123.98,129.25,23.859,51.69,750.27,16.59,280.99,5.23,6.14,0.91,0.922587,,,,,16.76,17.62,18.88,19.98,21.08,22.18,23.33,24.53,25.78,27.03,,,,,,,,,,,,,,,12461,12461,137693,3403,3403,234768,5778,5778,65923,504,504,8205,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110412,120.92,127.9,23.742,52.11,730.63,17.09,276.24,5.19,6.1,0.91,0.918843,,,,,16.59,17.42,18.68,19.74,20.84,21.94,23.09,24.29,25.54,26.79,,,,,,,,,,,,,,,15535,15535,136706,3970,3970,234258,1800,1800,63007,19,19,8085,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110413,122.88,128,23.465,51.91,735.25,16.92,278.25,5.16,6.07,0.91,0.928527,,,,,16.64,17.46,18.7,19.74,20.84,21.94,23.09,24.29,25.54,26.79,,,,,,,,,,,,,,,15723,15723,137577,10710,10710,235178,1701,1701,63300,440,440,8198,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110414,122.36,128.25,23.25,51.8,736.23,16.27,277.01,5.15,6.06,0.91,0.93178,,,,,16.79,17.58,18.79,19.81,20.91,22.01,23.16,24.36,25.61,26.86,,,,,,,,,,,,,,,9255,9255,138050,2443,2443,235727,817,817,63871,5,5,8198,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110415,123.45,128.95,23.209,51.66,742.76,15.32,277.78,5.08,5.99,0.91,0.956766,,,,,17.12,17.95,19.25,20.28,21.38,22.48,23.63,24.83,26.08,27.33,,,,,,,,,,,,,,,9852,9852,136788,1920,1920,235323,446,446,64072,52,52,8174,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110418,121.61,127.75,23.015,51.9,733.69,16.96,273.05,5.16,5.98,0.82,0.950868,,,,,16.67,17.48,18.8,19.85,20.95,22.05,23.2,24.4,25.65,26.9,,,,,,,,,,,,,,,9581,9581,137357,3117,3117,235464,1796,1796,65364,52,52,8174,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110419,121.33,127.7,22.984,51.98,735.49,15.83,274.42,5.13,5.95,0.82,0.964828,,,,,16.82,17.62,18.92,20,21.1,22.2,23.35,24.55,25.8,27.05,,,,,,,,,,,,,,,10102,10102,137981,3809,3809,235905,924,924,65273,220,220,8184,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110420,123.85,127.85,23.029,52.08,748.41,15.07,279.06,5.16,5.98,0.82,0.992221,,,,,16.98,17.82,19.17,20.33,21.43,22.53,23.68,24.88,26.13,27.38,,,,,,,,,,,,,,,6155,6155,137878,2321,2321,236184,498,498,65254,46,46,8174,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110421,123.99,127.8,22.844,52.49,752.06,14.69,280.47,5.18,5.99,0.81,0.994349,,,,,16.87,17.73,19.08,20.25,21.35,22.45,23.6,24.8,26.05,27.3,,,,,,,,,,,,,,,5290,5290,137878,1846,1846,236184,474,474,65254,49,49,8174,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110422,123.99,127.8,22.844,,752.06,14.69,280.47,5.18,5.99,0.81,,,,,,16.87,17.73,19.08,20.25,21.35,22.45,23.6,24.8,26.05,27.3,,,,,,,,,,,,,,,5290,5290,138717,1846,1846,236951,474,474,65417,49,49,8174,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
20110425,123.66,127.8,22.844,,752.54,15.77,280.47,5.16,5.97,0.81,,,,,,16.87,17.73,19.08,20.25,21.35,22.45,23.6,24.8,26.05,27.3,,,,,,,,,,,,,,,5290,5290,138403,1846,1846,236864,474,474,65327,49,49,8174,300,300,300,300,300,300,60,60,300,300,300,300,20,20,20,10,10,10,,,,,,
